"Tweet Id^Tweet text^Company^timestamp^*^*^Text Blob^*^Vader^*^*^*^Clips pattern"
"*^*^*^GMT^EST^IST^polarity^subjectivity^neg^neu^pos^compound^polarity^subjectivity"
"1076997389779640000^cymulate and symantec join hands for shared research on email-based attacks security^symantec^2018-12-24 00:26:02^2018-12-23 13:56:02^2018-12-24 00:26:02^0.0^0.0^0.162^0.447^0.391^0.4767^0.0^0.0"
"1077052808027880000^symantec finland: norton security % off + online back up symantec finland^symantec^2018-12-24 04:06:14^2018-12-23 17:36:14^2018-12-24 04:06:14^0.0^0.0^0.0^0.789^0.211^0.34^0.0^0.0"
"1077131636985210000^failure to replace symantec certificates leads to website outages may result in reputational damage thats why'^symantec^2018-12-24 09:19:29^2018-12-23 22:49:29^2018-12-24 09:19:29^-0.317^0.3^0.317^0.683^0.0^-0.7579^-0.317^0.3"
"1077141877068100000^data in transit will be one of main objectives of hackers next year according symantec infographic^symantec^2018-12-24 10:00:10^2018-12-23 23:30:10^2018-12-24 10:00:10^0.083^0.167^0.0^1.0^0.0^0.0^0.083^0.167"
"1077142254215520000^rt : data in transit will be one of main objectives of hackers next year according symantec infographic infosec^symantec^2018-12-24 10:01:40^2018-12-23 23:31:40^2018-12-24 10:01:40^0.083^0.167^0.0^1.0^0.0^0.0^0.083^0.167"
"1077230533581590000^top top cyber security predictions for symantec trendmicro mcafee eset^symantec^2018-12-24 15:52:27^2018-12-24 05:22:27^2018-12-24 15:52:27^0.5^0.5^0.0^0.538^0.462^0.6124^0.5^0.5"
"1083436203528070000^this will be amazing - the blended offering is world class valimail symantec emailsecurity partnership^symantec^2019-01-10 18:51:34^2019-01-10 08:21:34^2019-01-10 18:51:34^0.6^0.9^0.0^0.774^0.226^0.5859^0.6^0.9"
"1083566293435860000^source: internet security threat report by symantec^symantec^2019-01-11 03:28:30^2019-01-10 16:58:30^2019-01-11 03:28:30^0.0^0.0^0.315^0.463^0.222^-0.25^0.0^0.0"
"1083574278501480000^vuln: symantec reporter cli cve-- os command injection vulnerability bugtraq^symantec^2019-01-11 04:00:14^2019-01-10 17:30:14^2019-01-11 04:00:14^0.0^0.0^0.174^0.826^0.0^-0.2263^0.0^0.0"
"1083620717562850000^check out the hot company from eastern europe that is securing and ensuring your cryptowallet symantec^symantec^2019-01-11 07:04:46^2019-01-10 20:34:46^2019-01-11 07:04:46^0.25^0.85^0.0^0.761^0.239^0.5267^0.25^0.85"
"1083717923833860000^symantec ssl certificate at a cheap price - * enable the highest layer of encryption and t^symantec^2019-01-11 13:31:02^2019-01-11 03:01:02^2019-01-11 13:31:02^0.4^0.7^0.0^1.0^0.0^0.0^0.4^0.7"
"1083736259498040000^webinar an introduction to symantec emailfraud protection^symantec^2019-01-11 14:43:53^2019-01-11 04:13:53^2019-01-11 14:43:53^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1083739033585340000^m jobseekers have details exposed in major data breach cybercrime symantec mcafee^symantec^2019-01-11 14:54:55^2019-01-11 04:24:55^2019-01-11 14:54:55^0.062^0.5^0.115^0.885^0.0^-0.0772^0.062^0.5"
"1083740741157800000^security concerns limit remote work opportunities cybercrime symantec trendmicro^symantec^2019-01-11 15:01:42^2019-01-11 04:31:42^2019-01-11 15:01:42^-0.1^0.2^0.0^0.583^0.417^0.6124^-0.1^0.2"
"1083740752021040000^rt : m jobseekers have details exposed in major data breach cybercrime symantec mcafee eset exab^symantec^2019-01-11 15:01:44^2019-01-11 04:31:44^2019-01-11 15:01:44^0.062^0.5^0.091^0.909^0.0^-0.0772^0.062^0.5"
"1083746795988140000^rt : m jobseekers have details exposed in major data breach cybercrime symantec mcafee eset exab^symantec^2019-01-11 15:25:45^2019-01-11 04:55:45^2019-01-11 15:25:45^0.062^0.5^0.091^0.909^0.0^-0.0772^0.062^0.5"
"1083787380602160000^mssp is proud to release our data sheet! platinum level espomssp now include up to $^symantec^2019-01-11 18:07:01^2019-01-11 07:37:01^2019-01-11 18:07:01^1.0^1.0^0.0^0.805^0.195^0.5255^1.0^1.0"
"1083838491094580000^symantec seedworm: group compromises government agencies oil gas ngos telecoms and it firms^symantec^2019-01-11 21:30:07^2019-01-11 11:00:07^2019-01-11 21:30:07^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1083838491233040000^symantec seedworm: group compromises government agencies oil gas ngos telecoms and it firms^symantec^2019-01-11 21:30:07^2019-01-11 11:00:07^2019-01-11 21:30:07^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1083845759684920000^sure ill ask redacted to fix their certificateswebsite is barely functional and so is the government but ok symantec'^symantec^2019-01-11 21:59:00^2019-01-11 11:29:00^2019-01-11 21:59:00^0.138^0.622^0.085^0.716^0.199^0.3716^0.138^0.622"
"1084009198512420000^website coming soon we are excited with the development of our new e-commerce website watch this sp^symantec^2019-01-12 08:48:27^2019-01-11 22:18:27^2019-01-12 08:48:27^0.256^0.602^0.0^0.87^0.13^0.34^0.256^0.602"
"1084178677284380000^symantecpkicerts released a list of all symantec cas and child cas which are untrusted by browser vendors^symantec^2019-01-12 20:01:54^2019-01-12 09:31:54^2019-01-12 20:01:54^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1084183739171720000^rt : symantecpkicerts released a list of all symantec cas and child cas which are untrusted by browser vendors https:/^symantec^2019-01-12 20:22:01^2019-01-12 09:52:01^2019-01-12 20:22:01^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1084184174074950000^rt : symantecpkicerts released a list of all symantec cas and child cas which are untrusted by browser vendors https:/^symantec^2019-01-12 20:23:44^2019-01-12 09:53:44^2019-01-12 20:23:44^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1084366955996490000^symantec: symantec appoints sue barsamian to its board of directors - symantec^symantec^2019-01-13 08:30:03^2019-01-12 22:00:03^2019-01-13 08:30:03^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1084917630060940000^nightout dinner westcon symantec teamwork gettogether cafe bar celona paderborn^symantec^2019-01-14 20:58:14^2019-01-14 10:28:14^2019-01-14 20:58:14^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1085031527707270000^the integrations will focus on providing a single interface for setting orchestration policy and reporting proced^symantec^2019-01-15 04:30:49^2019-01-14 18:00:49^2019-01-15 04:30:49^-0.071^0.214^0.0^1.0^0.0^0.0^-0.071^0.214"
"1085070673205020000^chmth thai character mai ek aayth`dewthii open forum: cybersecurity knowledge sharing series ii khra thai character mai tho ngthii thai character mai ek / hawkh thai character mai tho ` innovation in web and ema^symantec^2019-01-15 07:06:22^2019-01-14 20:36:22^2019-01-15 07:06:22^0.0^0.5^0.0^0.852^0.148^0.6597^0.0^0.5"
"1085152199636930000^symantec stock fell % in you know theyll be ramping up the software audits even further this year!'^symantec^2019-01-15 12:30:20^2019-01-15 02:00:20^2019-01-15 12:30:20^0.0^0.5^0.0^1.0^0.0^0.0^0.0^0.5"
"1085244641358690000^are data breaches becoming more common? symantec trendmicro mcafee eset exabeam^symantec^2019-01-15 18:37:40^2019-01-15 08:07:40^2019-01-15 18:37:40^0.217^0.617^0.0^1.0^0.0^0.0^0.217^0.617"
"1085245645525400000^rt : are data breaches becoming more common? symantec trendmicro mcafee eset exabeam ueba splunk^symantec^2019-01-15 18:41:39^2019-01-15 08:11:39^2019-01-15 18:41:39^0.217^0.617^0.0^1.0^0.0^0.0^0.217^0.617"
"1085245940598860000^ways to protect your company from internal data breaches symantec mcafee eset^symantec^2019-01-15 18:42:49^2019-01-15 08:12:49^2019-01-15 18:42:49^0.0^0.0^0.0^0.809^0.191^0.3818^0.0^0.0"
"1085248161017250000^rt : ways to protect your company from internal data breaches symantec mcafee eset exabeam ue^symantec^2019-01-15 18:51:39^2019-01-15 08:21:39^2019-01-15 18:51:39^0.0^0.0^0.0^0.843^0.157^0.3818^0.0^0.0"
"1085263182489360000^rt : ways to protect your company from internal data breaches symantec mcafee eset exabeam ue^symantec^2019-01-15 19:51:20^2019-01-15 09:21:20^2019-01-15 19:51:20^0.0^0.0^0.0^0.843^0.157^0.3818^0.0^0.0"
"1085465636590010000^rt : ways to protect your company from internal data breaches symantec mcafee eset exabeam ue^symantec^2019-01-16 09:15:49^2019-01-15 22:45:49^2019-01-16 09:15:49^0.0^0.0^0.0^0.843^0.157^0.3818^0.0^0.0"
"1085467138045860000^rt : ways to protect your company from internal data breaches symantec mcafee eset exabeam ue^symantec^2019-01-16 09:21:47^2019-01-15 22:51:47^2019-01-16 09:21:47^0.0^0.0^0.0^0.843^0.157^0.3818^0.0^0.0"
"1085504442168950000^you will get prepared and clear your administration of symantec advanced threat protection symantec - exa^symantec^2019-01-16 11:50:01^2019-01-16 01:20:01^2019-01-16 11:50:01^0.25^0.492^0.163^0.526^0.311^0.2732^0.25^0.492"
"1085508255533720000^if youre considering cloud transformation at present talk to us about ensuring that your requirements for securit'^symantec^2019-01-16 12:05:10^2019-01-16 01:35:10^2019-01-16 12:05:10^0.0^0.0^0.0^0.884^0.116^0.2732^0.0^0.0"
"1085508261674120000^if youre considering cloud transformation at present talk to us about ensuring that your requirements for securit'^symantec^2019-01-16 12:05:12^2019-01-16 01:35:12^2019-01-16 12:05:12^0.0^0.0^0.0^0.884^0.116^0.2732^0.0^0.0"
"1085509340285620000^rt : if youre considering cloud transformation at present talk to us about ensuring that your requirem'^symantec^2019-01-16 12:09:29^2019-01-16 01:39:29^2019-01-16 12:09:29^0.0^0.0^0.0^0.877^0.123^0.2732^0.0^0.0"
"1085509342168840000^rt : if youre considering cloud transformation at present talk to us about ensuring that your req'^symantec^2019-01-16 12:09:29^2019-01-16 01:39:29^2019-01-16 12:09:29^0.0^0.0^0.0^0.877^0.123^0.2732^0.0^0.0"
"1085696885006820000^consumer alert: watch for postcard from experian symantec trendmicro mcafee eset^symantec^2019-01-17 00:34:43^2019-01-16 14:04:43^2019-01-17 00:34:43^0.0^0.0^0.0^0.82^0.18^0.296^0.0^0.0"
"1085698262579920000^do you know what facebook tracks about you? symantec trendmicro mcafee eset^symantec^2019-01-17 00:40:11^2019-01-16 14:10:11^2019-01-17 00:40:11^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1085698684451400000^rt : do you know what facebook tracks about you? symantec trendmicro mcafee eset exabeam ueba^symantec^2019-01-17 00:41:52^2019-01-16 14:11:52^2019-01-17 00:41:52^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1085870654908440000^can outside agencies such as gartner be trusted? liz deakin takes a look lithify^symantec^2019-01-17 12:05:13^2019-01-17 01:35:13^2019-01-17 12:05:13^0.0^0.275^0.0^0.795^0.205^0.4767^0.0^0.275"
"1085870655038460000^can outside agencies such as gartner be trusted? liz deakin takes a look lithify^symantec^2019-01-17 12:05:13^2019-01-17 01:35:13^2019-01-17 12:05:13^0.0^0.275^0.0^0.795^0.205^0.4767^0.0^0.275"
"1085872391194990000^rt : can outside agencies such as gartner be trusted? liz deakin takes a look lithify checkpoint^symantec^2019-01-17 12:12:07^2019-01-17 01:42:07^2019-01-17 12:12:07^0.0^0.275^0.0^0.819^0.181^0.4767^0.0^0.275"
"1086039215400340000^msintune standalone is officially supporting symantec sepmobile apps scanning capability in ios ! end of long w^symantec^2019-01-17 23:15:01^2019-01-17 12:45:01^2019-01-17 23:15:01^0.131^0.325^0.0^0.814^0.186^0.4926^0.131^0.325"
"1086224877324060000^attacks on financial institutions have always been around however its interesting to see how commodity malware (a'^symantec^2019-01-18 11:32:46^2019-01-18 01:02:46^2019-01-18 11:32:46^0.25^0.25^0.141^0.728^0.131^-0.0516^0.25^0.25"
"1086233038504320000^your business (big or small) needs a security strategy liz deakin explains here^symantec^2019-01-18 12:05:12^2019-01-18 01:35:12^2019-01-18 12:05:12^-0.125^0.25^0.0^0.821^0.179^0.34^-0.125^0.25"
"1086233039489950000^your business (big or small) needs a security strategy liz deakin explains here^symantec^2019-01-18 12:05:12^2019-01-18 01:35:12^2019-01-18 12:05:12^-0.125^0.25^0.0^0.821^0.179^0.34^-0.125^0.25"
"1086235960889740000^west african banks hit by multiple hacking waves last year | zdnet fsisac symantec cobaltgang^symantec^2019-01-18 12:16:49^2019-01-18 01:46:49^2019-01-18 12:16:49^0.0^0.022^0.0^1.0^0.0^0.0^0.0^0.022"
"1086278362367060000^large scale construction firm replaces symantec - veritas with commvault for azure datamigration gdpr^symantec^2019-01-18 15:05:18^2019-01-18 04:35:18^2019-01-18 15:05:18^0.007^0.414^0.0^1.0^0.0^0.0^0.007^0.414"
"1086279507189800000^rt : large scale construction firm replaces symantec - veritas with commvault for azure datamigration gdpr datagoverna^symantec^2019-01-18 15:09:51^2019-01-18 04:39:51^2019-01-18 15:09:51^0.007^0.414^0.0^1.0^0.0^0.0^0.007^0.414"
"1086354849808200000^rt : attacks on financial institutions have always been around however its interesting to see how commodity malware (available to'^symantec^2019-01-18 20:09:14^2019-01-18 09:39:14^2019-01-18 20:09:14^0.3^0.3^0.128^0.752^0.119^-0.0516^0.3^0.3"
"1086375226592710000^symantec continuous diagnostics and mitigation phases and require a holistic cyber approach^symantec^2019-01-18 21:30:12^2019-01-18 11:00:12^2019-01-18 21:30:12^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1086375226768830000^symantec continuous diagnostics and mitigation phases and require a holistic cyber approach^symantec^2019-01-18 21:30:12^2019-01-18 11:00:12^2019-01-18 21:30:12^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1086431495324070000^proofpoint wins as a new client to its email security service was^symantec^2019-01-19 01:13:48^2019-01-18 14:43:48^2019-01-19 01:13:48^0.218^0.327^0.0^0.596^0.404^0.7269^0.218^0.327"
"1086431690678060000^rt : attacks on financial institutions have always been around however its interesting to see how commodity malware (available to'^symantec^2019-01-19 01:14:34^2019-01-18 14:44:34^2019-01-19 01:14:34^0.3^0.3^0.128^0.752^0.119^-0.0516^0.3^0.3"
"1086468173417840000^proofpoint wins as a new client to its email security service was^symantec^2019-01-19 03:39:32^2019-01-18 17:09:32^2019-01-19 03:39:32^0.218^0.327^0.0^0.596^0.404^0.7269^0.218^0.327"
"1086498616288650000^proofpoint wins as a new client to its email security service was^symantec^2019-01-19 05:40:30^2019-01-18 19:10:30^2019-01-19 05:40:30^0.218^0.327^0.0^0.596^0.404^0.7269^0.218^0.327"
"1086528397604510000^symantec wins as a new client to its email security service was f^symantec^2019-01-19 07:38:51^2019-01-18 21:08:51^2019-01-19 07:38:51^0.218^0.327^0.0^0.596^0.404^0.7269^0.218^0.327"
"1086528472841880000^rt : symantec wins as a new client to its email security service was formerly wit^symantec^2019-01-19 07:39:09^2019-01-18 21:09:09^2019-01-19 07:39:09^0.145^0.218^0.0^0.663^0.337^0.7269^0.145^0.218"
"1086676022324610000^check out symantec winfax pro version document management and windows symantec via^symantec^2019-01-19 17:25:27^2019-01-19 06:55:27^2019-01-19 17:25:27^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1086905108124830000^symantec wins as a new client to its email security service was f^symantec^2019-01-20 08:35:46^2019-01-19 22:05:46^2019-01-20 08:35:46^0.218^0.327^0.0^0.596^0.404^0.7269^0.218^0.327"
"1087248325332680000^our mobile threat data series continues with symantec^symantec^2019-01-21 07:19:35^2019-01-20 20:49:35^2019-01-21 07:19:35^0.0^0.0^0.327^0.673^0.0^-0.5267^0.0^0.0"
"1087255249688120000^rt : our mobile threat data series continues with symantec^symantec^2019-01-21 07:47:06^2019-01-20 21:17:06^2019-01-21 07:47:06^0.0^0.0^0.298^0.702^0.0^-0.5267^0.0^0.0"
"1087257915172500000^west africa - symantec reporting cybercriminals targeting west african banks since mid-^symantec^2019-01-21 07:57:41^2019-01-20 21:27:41^2019-01-21 07:57:41^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1087281501664890000^ey and symantec alliance combines consulting and technology experience to help organizations effectively manage c^symantec^2019-01-21 09:31:25^2019-01-20 23:01:25^2019-01-21 09:31:25^0.6^0.8^0.0^0.682^0.318^0.6808^0.6^0.8"
"1087320195427900000^how can we help you stop threats before they even reach your gateways? liz deakin explains here^symantec^2019-01-21 12:05:10^2019-01-21 01:35:10^2019-01-21 12:05:10^0.0^0.0^0.229^0.596^0.174^-0.296^0.0^0.0"
"1087320195696390000^how can we help you stop threats before they even reach your gateways? liz deakin explains here^symantec^2019-01-21 12:05:10^2019-01-21 01:35:10^2019-01-21 12:05:10^0.0^0.0^0.229^0.596^0.174^-0.296^0.0^0.0"
"1087325212876490000^how can we help you stop threats before they even reach your gateways? liz deakin explains here^symantec^2019-01-21 12:25:06^2019-01-21 01:55:06^2019-01-21 12:25:06^0.0^0.0^0.229^0.596^0.174^-0.296^0.0^0.0"
"1087326879596520000^rt : how can we help you stop threats before they even reach your gateways? liz deakin explains here^symantec^2019-01-21 12:31:44^2019-01-21 02:01:44^2019-01-21 12:31:44^0.0^0.0^0.219^0.614^0.167^-0.296^0.0^0.0"
"1087345643171920000^symantec discusses securing private mobile app data in the cloud:read more :^symantec^2019-01-21 13:46:17^2019-01-21 03:16:17^2019-01-21 13:46:17^0.25^0.438^0.0^0.813^0.187^0.3182^0.25^0.438"
"1087355408904270000^cisco ibm symantec among key players in iot security cisco ibm symantec security iot^symantec^2019-01-21 14:25:06^2019-01-21 03:55:06^2019-01-21 14:25:06^0.0^1.0^0.0^0.714^0.286^0.5859^0.0^1.0"
"1087530342091610000^symantec (blue coat) reporter cli os command injection vulnerability (symsa) nessus^symantec^2019-01-22 02:00:13^2019-01-21 15:30:13^2019-01-22 02:00:13^0.0^0.1^0.16^0.84^0.0^-0.2263^0.0^0.1"
"1087641805955490000^west africa financial institutions have been hit by waves of cyberattacks symantec cybersecurity experts:^symantec^2019-01-22 09:23:08^2019-01-21 22:53:08^2019-01-22 09:23:08^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1087641896237720000^rt : west africa financial institutions have been hit by waves of cyberattacks symantec cybersecurity experts: cybercrim^symantec^2019-01-22 09:23:30^2019-01-21 22:53:30^2019-01-22 09:23:30^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1087641955830580000^rt : west africa financial institutions have been hit by waves of cyberattacks symantec^symantec^2019-01-22 09:23:44^2019-01-21 22:53:44^2019-01-22 09:23:44^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1087644750591720000^rt : west africa financial institutions have been hit by waves of cyberattacks symantec cybersecurity experts: cybercrim^symantec^2019-01-22 09:34:50^2019-01-21 23:04:50^2019-01-22 09:34:50^0.0^0.0^0.0^1.0^0.0^0.0^0.0^0.0"
"1087733725025180000^good morning linkedin connections! i have a friend who wants to know about culture at symantec as shes intervie'^symantec^2019-01-22 15:28:23^2019-01-22 04:58:23^2019-01-22 15:28:23^0.537^0.35^0.0^0.701^0.299^0.75^0.537^0.35"
"1087775327185700000^easily check if a domain uses one of the distrusted symantec cas: symantecdistrust tls^symantec^2019-01-22 18:13:42^2019-01-22 07:43:42^2019-01-22 18:13:42^0.433^0.833^0.202^0.655^0.143^-0.25^0.433^0.833"
"1087779250948700000^engl driver manager now supports symantec it management suite ru symantec^symantec^2019-01-22 18:29:18^2019-01-22 07:59:18^2019-01-22 18:29:18^0.0^0.0^0.0^0.8^0.2^0.3612^0.0^0.0"
"1087795875315940000^rt : engl driver manager now supports symantec it management suite ru symantec^symantec^2019-01-22 19:35:21^2019-01-22 09:05:21^2019-01-22 19:35:21^0.0^0.0^0.0^0.815^0.185^0.3612^0.0^0.0"
"1087892965639410000^yearchallenge for endpoint security! still stuck in ? see where weve taken edr and epp with a demo today:'^symantec^2019-01-23 02:01:09^2019-01-22 15:31:09^2019-01-23 02:01:09^0.0^0.0^0.102^0.762^0.137^0.1759^0.0^0.0"
"1087893130622330000^rt : yearchallenge for endpoint security! still stuck in ? see where weve taken edr and epp with a demo today: https:'^symantec^2019-01-23 02:01:49^2019-01-22 15:31:49^2019-01-23 02:01:49^0.0^0.0^0.092^0.784^0.124^0.1759^0.0^0.0"
"1087905044777780000^rt : yearchallenge for endpoint security! still stuck in ? see where weve taken edr and epp with a demo today: https:'^symantec^2019-01-23 02:49:09^2019-01-22 16:19:09^2019-01-23 02:49:09^0.0^0.0^0.092^0.784^0.124^0.1759^0.0^0.0"
"1087918912883310000^mimecast wins as a new client to its email security service was f^symantec^2019-01-23 03:44:16^2019-01-22 17:14:16^2019-01-23 03:44:16^0.218^0.327^0.0^0.596^0.404^0.7269^0.218^0.327"
"1087947260888000000^symantec wins as a new client to its email security service was f^symantec^2019-01-23 05:36:54^2019-01-22 19:06:54^2019-01-23 05:36:54^0.218^0.327^0.0^0.596^0.404^0.7269^0.218^0.327"
"1087987576877780000^it only takes one person to not pay attention on the roads to cause a crash bringing everything to a standstill it^symantec^2019-01-23 08:17:06^2019-01-22 21:47:06^2019-01-23 08:17:06^0.0^1.0^0.123^0.818^0.059^-0.3408^0.0^1.0"
"1088106571404660000^symantec knights round table conference in miami this room represents the best of the best in cyber security^symantec^2019-01-23 16:09:57^2019-01-23 05:39:57^2019-01-23 16:09:57^0.6^0.333^0.0^0.581^0.419^0.8957^0.6^0.333"
"1088115423931960000^obtain the best symantec secure site ssl providers their advantages - symantec secure s^symantec^2019-01-23 16:45:07^2019-01-23 06:15:07^2019-01-23 16:45:07^0.6^0.5^0.0^0.41^0.59^0.8885^0.6^0.5"
"1088116470360530000^rt : obtain the best symantec secure site ssl providers their advantages - symantec secure site ssl ce^symantec^2019-01-23 16:49:17^2019-01-23 06:19:17^2019-01-23 16:49:17^0.6^0.5^0.0^0.511^0.489^0.8885^0.6^0.5"
"1088129195702660000^symantec annualised growth rate % in email security solutions emailsecurity marketinsights^symantec^2019-01-23 17:39:51^2019-01-23 07:09:51^2019-01-23 17:39:51^0.0^0.0^0.0^0.511^0.489^0.6908^0.0^0.0"
"1088157982733610000^rt : symantec knights round table conference in miami this room represents the best of the best in cyber security cyberdef^symantec^2019-01-23 19:34:14^2019-01-23 09:04:14^2019-01-23 19:34:14^0.6^0.333^0.0^0.612^0.388^0.8957^0.6^0.333"
"1088296294316150000^office wins as a new client to its email security service was^symantec^2019-01-24 04:43:50^2019-01-23 18:13:50^2019-01-24 04:43:50^0.218^0.327^0.0^0.596^0.404^0.7269^0.218^0.327"
"1088309040617140000^symantec uses servicenow to enhance visibility and improve employee experience via^symantec^2019-01-24 05:34:29^2019-01-23 19:04:29^2019-01-24 05:34:29^0.0^0.0^0.0^0.775^0.225^0.4404^0.0^0.0"
"1088367070990000000^% of cyber attacks target smallbusinesses in this webinar we look at the threat landscape that smbs face and ho^symantec^2019-01-24 09:25:05^2019-01-23 22:55:05^2019-01-24 09:25:05^0.0^0.0^0.27^0.73^0.0^-0.743^0.0^0.0"
